datecurrent,fireyear,incidentname,perimeterdatetime,gisacres,lat,lon,geometry,index_right,NAME,fire_date,year,month,lon_adj,date,temp_month,precip_month
2013-08-19 00:00:00,2013,Cog,2013-08-18 22:31:00,1010.31473543,40.51820794249319,-107.27444982202084,POINT (-107.27444982202084 40.51820794249319),299,Routt County,2013-08-18 22:31:00,2013,8,252.72555017797916,2013-08-18 22:31:00,67.19035156250004,0.01118503432951402
2016-07-15 00:00:00,2016,Cold Springs,2016-07-14 17:25:00,527.54675693,39.98078668962092,-105.47896440236049,POINT (-105.47896440236049 39.98078668962092),251,Boulder County,2016-07-14 17:25:00,2016,7,254.52103559763952,2016-07-14 17:25:00,59.72272460937504,0.06981879323323956
2011-09-07 00:00:00,2011,Collard Green,2011-09-04 00:00:00,188.11909494,39.60007467305369,-107.10246452037912,POINT (-107.10246452037912 39.60007467305369),264,Eagle County,2011-09-04 00:00:00,2011,9,252.8975354796209,2011-09-04 00:00:00,54.610566406250044,0.0696844434627099
2013-06-24 00:00:00,2013,Collins,2013-06-24 01:22:00,379.61720028,39.85223409025328,-108.17525165536149,POINT (-108.17525165536149 39.85223409025328),297,Rio Blanco County,2013-06-24 01:22:00,2013,6,251.82474834463852,2013-06-24 01:22:00,69.32873046875005,0.0022339550870092355
2011-05-31 00:00:00,2005,Commissary,2005-10-11 00:00:00,279.38322438,38.570628353206956,-107.34563948008766,POINT (-107.34563948008766 38.570628353206956),271,Gunnison County,2005-10-11 00:00:00,2005,10,252.65436051991236,2005-10-11 00:00:00,36.349091796875044,0.09683004536652007
,2000,Cone Mountain,2000-07-03 00:00:00,4463.48406246,38.60487061393996,-108.98999876013254,POINT (-108.98999876013254 38.60487061393996),284,Mesa County,2000-07-03 00:00:00,2000,7,251.01000123986745,2000-07-03 00:00:00,75.72409179687504,0.02151726638348773
2012-07-23 00:00:00,2012,Conway,2012-07-22 22:48:00,68.43385499,40.6921814624062,-108.8331591240551,POINT (-108.8331591240551 40.6921814624062),286,Moffat County,2012-07-22 22:48:00,2012,7,251.1668408759449,2012-07-22 22:48:00,76.69352539062504,0.01442636863568332
2011-11-04 00:00:00,2008,Cook,2008-10-01 00:00:00,167.98078261,40.753658090429205,-107.67091800023891,POINT (-107.67091800023891 40.753658090429205),286,Moffat County,2008-10-01 00:00:00,2008,10,252.3290819997611,2008-10-01 00:00:00,43.98283203125004,0.03628186296124477
2013-01-07 00:00:00,2006,Coolbroth,2006-06-23 16:00:00,227.31264909,37.8616776668788,-106.3504462882795,POINT (-106.3504462882795 37.8616776668788),300,Saguache County,2006-06-23 16:00:00,2006,6,253.6495537117205,2006-06-23 16:00:00,56.38683593750004,0.031047614142874956
2012-03-02 00:00:00,2002,Coolbroth Fire,2002-06-04 00:00:00,178.86119471,37.874672253898844,-106.42701311921176,POINT (-106.42701311921176 37.874672253898844),300,Saguache County,2002-06-04 00:00:00,2002,6,253.57298688078822,2002-06-04 00:00:00,57.74870117187504,0.01440504834963067
2014-07-01 00:00:00,2014,Copper Spur,2014-06-30 11:36:00,0.33379617,39.91429743946846,-106.68626160723197,POINT (-106.68626160723197 39.91429743946846),264,Eagle County,2014-06-30 11:36:00,2014,6,253.31373839276802,2014-06-30 11:36:00,56.07526367187504,0.031631810834654606
2011-11-22 00:00:00,2011,Cosgrove,2011-08-16 00:00:00,1742.00701699,39.24055457994573,-108.42129023106109,POINT (-108.42129023106109 39.24055457994573),284,Mesa County,2011-08-16 00:00:00,2011,8,251.5787097689389,2011-08-16 00:00:00,76.39162109375005,0.011549745625784272
2011-11-04 00:00:00,2008,Cottonwood,2008-08-23 16:21:00,578.00731075,40.649498048194296,-107.58428323326541,POINT (-107.58428323326541 40.649498048194296),286,Moffat County,2008-08-23 16:21:00,2008,8,252.4157167667346,2008-08-23 16:21:00,68.15758789062505,0.02508816393548041
2018-04-18 00:00:00,2018,County Road 56,2018-04-17 00:00:00,1780.32903932,40.38850004846746,-102.26265910970697,POINT (-102.26265910970697 40.38850004846746),308,Yuma County,2018-04-17 00:00:00,2018,4,257.737340890293,2018-04-17 00:00:00,45.75822265625004,0.08169547702958807
2013-09-30 00:00:00,2002,Cow Camp,2002-05-20 00:00:00,308.62708977,37.22206398165642,-108.27612440323118,POINT (-108.27612440323118 37.22206398165642),279,La Plata County,2002-05-20 00:00:00,2002,5,251.72387559676883,2002-05-20 00:00:00,57.95084960937504,0.0043323928121797506
2010-09-15 00:00:00,2007,Cow Camp,2007-06-22 17:30:00,0.51182137,39.569907960743464,-108.79120425944764,POINT (-108.79120425944764 39.569907960743464),268,Garfield County,2007-06-22 17:30:00,2007,6,251.20879574055238,2007-06-22 17:30:00,66.93371093750005,0.014952098679635675
2010-10-25 00:00:00,2010,Cow Creek,2010-10-09 00:00:00,1200.64514231,40.47019415715966,-105.55538401454436,POINT (-105.55538401454436 40.47019415715966),280,Larimer County,2010-10-09 00:00:00,2010,10,254.44461598545564,2010-10-09 00:00:00,37.51891601562504,0.08238759857455734
2019-03-18 00:00:00,2018,Coyote,2018-05-18 00:00:00,15.77651603,38.413389844859886,-106.65276124044613,POINT (-106.65276124044613 38.413389844859886),300,Saguache County,2018-05-18 00:00:00,2018,5,253.34723875955387,2018-05-18 00:00:00,50.26701171875004,0.029007342860504288
2012-05-11 00:00:00,2012,Coyote Basin,2012-05-10 13:00:00,105.16828927,40.25176937401721,-108.0752067274626,POINT (-108.0752067274626 40.25176937401721),286,Moffat County,2012-05-10 13:00:00,2012,5,251.92479327253739,2012-05-10 13:00:00,54.47125976562504,0.018766688235572655
2017-12-06 00:00:00,2017,Coyote Basin,2017-04-16 00:00:00,5.11028433,39.367529217717475,-108.19264506141523,POINT (-108.19264506141523 39.367529217717475),268,Garfield County,2017-04-16 00:00:00,2017,4,251.80735493858475,2017-04-16 00:00:00,47.45539062500004,0.04540358584544156
2011-11-04 00:00:00,2007,Coyote Creek,2007-04-02 00:00:00,78.76736679,40.11700763111292,-105.99528418708705,POINT (-105.99528418708705 40.11700763111292),270,Grand County,2007-04-02 00:00:00,2007,4,254.00471581291293,2007-04-02 00:00:00,33.92418945312504,0.07436716522953939
,2000,Cr2,2000-01-01 00:00:00,37.85533648,40.150903557602504,-108.22181654126476,POINT (-108.22181654126476 40.150903557602504),297,Rio Blanco County,2000-01-01 00:00:00,2000,1,251.77818345873524,2000-01-01 00:00:00,19.51979492187504,0.04674653355679475
2013-09-30 00:00:00,2011,Cracker,2011-07-20 00:00:00,10.0698132,37.24000130800551,-108.24157050920232,POINT (-108.24157050920232 37.24000130800551),279,La Plata County,2011-07-20 00:00:00,2011,7,251.75842949079768,2011-07-20 00:00:00,73.19416015625004,0.024076562366983852
2015-09-08 00:00:00,2015,Craig,2015-09-07 15:36:00,2.76106424,40.71525057856503,-108.96659104850266,POINT (-108.96659104850266 40.71525057856503),286,Moffat County,2015-09-07 15:36:00,2015,9,251.03340895149734,2015-09-07 15:36:00,63.89884765625004,0.02154133320179535
2011-05-31 00:00:00,2005,Craig Draw,2005-09-02 00:00:00,548.97633197,38.139052803044095,-108.21373757882957,POINT (-108.21373757882957 38.139052803044095),302,San Miguel County,2005-09-02 00:00:00,2005,9,251.78626242117042,2005-09-02 00:00:00,56.930878906250044,0.09219501724115108
2011-10-27 00:00:00,2011,Crampton,2011-10-26 00:00:00,12.20128487,38.546361620009854,-105.48985488677474,POINT (-105.48985488677474 38.546361620009854),267,Fremont County,2011-10-26 00:00:00,2011,10,254.51014511322526,2011-10-26 00:00:00,41.90465820312504,0.05026376315811649
2010-09-15 00:00:00,2003,Crane Park,2003-07-31 00:00:00,11.13853061,39.69833170599582,-107.2280496236596,POINT (-107.2280496236596 39.69833170599582),268,Garfield County,2003-07-31 00:00:00,2003,7,252.77195037634038,2003-07-31 00:00:00,63.44665039062504,0.05017397206356982
2010-10-14 00:00:00,2003,Crooked,2003-01-01 00:00:00,29.07996278,40.22675563472281,-108.3255581767008,POINT (-108.3255581767008 40.22675563472281),286,Moffat County,2003-01-01 00:00:00,2003,1,251.67444182329922,2003-01-01 00:00:00,23.933222656250038,0.021047452390450052
2010-10-14 00:00:00,2009,Crooked Wash,2009-07-15 00:00:00,86.81462284,40.225608110801254,-108.3286850061581,POINT (-108.3286850061581 40.225608110801254),286,Moffat County,2009-07-15 00:00:00,2009,7,251.67131499384192,2009-07-15 00:00:00,74.76696289062505,0.014547193138487638
2013-09-30 00:00:00,2004,Cross,2004-08-03 00:00:00,33.73095102,37.65736780842225,-108.92708260954184,POINT (-108.92708260954184 37.65736780842225),262,Dolores County,2004-08-03 00:00:00,2004,8,251.07291739045814,2004-08-03 00:00:00,68.85763671875004,0.03707137926702853
,2000,Cross Canyon,2000-07-28 00:00:00,22.67441391,37.604382731671336,-108.95011749657822,POINT (-108.95011749657822 37.604382731671336),262,Dolores County,2000-07-28 00:00:00,2000,7,251.04988250342177,2000-07-28 00:00:00,76.62760742187504,0.008484022094108513
2013-10-25 00:00:00,2012,Cross Canyon,2012-01-08 00:00:00,53.13317436,37.659326961523156,-108.907806336063,POINT (-108.907806336063 37.659326961523156),262,Dolores County,2012-01-08 00:00:00,2012,1,251.092193663937,2012-01-08 00:00:00,28.15548828125004,0.03365381773482077
,2001,Crossroads,2001-07-20 00:00:00,19.56278367,40.065154066932884,-108.29723587103265,POINT (-108.29723587103265 40.065154066932884),297,Rio Blanco County,2001-07-20 00:00:00,2001,7,251.70276412896735,2001-07-20 00:00:00,74.67291992187504,0.01761428707173909
2011-04-04 00:00:00,2010,Crow Valley,2010-11-07 14:38:00,177.50939749,40.64738399029805,-104.34940565807791,POINT (-104.34940565807791 40.64738399029805),307,Weld County,2010-11-07 14:38:00,2010,11,255.6505943419221,2010-11-07 14:38:00,37.00124023437504,0.022275144287676085
2011-04-19 00:00:00,2011,Crystal,2011-04-11 08:44:00,2939.18761195,40.557477811755874,-105.31417940500691,POINT (-105.31417940500691 40.557477811755874),280,Larimer County,2011-04-11 08:44:00,2011,4,254.6858205949931,2011-04-11 08:44:00,37.17790039062504,0.12377200284621213
2011-05-31 00:00:00,2003,Crystal Creek,2003-11-04 00:00:00,297.8859184,38.51249990397394,-107.5758124564737,POINT (-107.5758124564737 38.51249990397394),288,Montrose County,2003-11-04 00:00:00,2003,11,252.4241875435263,2003-11-04 00:00:00,24.155585937500042,0.07905849440158345
2017-08-05 00:00:00,2017,DEAD DOG,2017-08-04 12:00:00,18804.40203194,40.18714385761769,-108.83126513797481,POINT (-108.83126513797481 40.18714385761769),297,Rio Blanco County,2017-08-04 12:00:00,2017,8,251.1687348620252,2017-08-04 12:00:00,76.82448242187505,0.014407863631128566
2017-12-19 00:00:00,2017,DEEP CREEK,2017-09-13 19:35:00,4222.07207107,40.592116680465246,-107.10299699478223,POINT (-107.10299699478223 40.592116680465246),299,Routt County,2017-09-13 19:35:00,2017,9,252.89700300521775,2017-09-13 19:35:00,55.63581054687504,0.05727383929593489
,2001,DEEP CREEK POINT,2001-01-01 00:00:00,749.54758313,39.72707482931148,-107.59778076933462,POINT (-107.59778076933462 39.72707482931148),268,Garfield County,2001-01-01 00:00:00,2001,1,252.40221923066537,2001-01-01 00:00:00,14.70998046875004,0.034543689602147785
,2001,DEER CREEK,2001-07-07 00:00:00,125.77195564,38.90503550689,-108.21242151651002,POINT (-108.21242151651002 38.90503550689),284,Mesa County,2001-07-07 00:00:00,2001,7,251.78757848349,2001-07-07 00:00:00,68.33424804687505,0.0563262363976799
2017-07-10 00:00:00,2017,DEER GULCH,2017-07-09 11:00:00,56.06363605,39.750294375972786,-108.0082931925842,POINT (-108.0082931925842 39.750294375972786),297,Rio Blanco County,2017-07-09 11:00:00,2017,7,251.9917068074158,2017-07-09 11:00:00,68.50343750000005,0.042769270688062536
2010-09-15 00:00:00,2004,DEER PARK,2004-09-03 13:24:00,449.14091167,39.24722700454923,-108.3758541452186,POINT (-108.3758541452186 39.24722700454923),284,Mesa County,2004-09-03 13:24:00,2004,9,251.6241458547814,2004-09-03 13:24:00,59.82204101562505,0.1189202129411744
2002-06-14 00:00:00,2002,DIERICH CREEK,2002-06-12 00:00:00,2465.85921258,38.964362754578275,-108.82993933996485,POINT (-108.82993933996485 38.964362754578275),284,Mesa County,2002-06-12 00:00:00,2002,6,251.17006066003515,2002-06-12 00:00:00,69.32565429687504,0.008238662921023206
2018-06-07 00:00:00,2018,DINO HQ,2018-06-04 12:00:00,16.62571216,40.24466812626049,-108.97617009117052,POINT (-108.97617009117052 40.24466812626049),286,Moffat County,2018-06-04 12:00:00,2018,6,251.0238299088295,2018-06-04 12:00:00,75.17038085937504,0.0021722537873021795
2018-07-08 00:00:00,2018,DIVIDE,2018-07-07 10:50:00,19935.97662539,40.787836740394575,-107.78166969885191,POINT (-107.78166969885191 40.787836740394575),286,Moffat County,2018-07-07 10:50:00,2018,7,252.2183303011481,2018-07-07 10:50:00,74.50021484375004,0.006625480841762328
2010-09-15 00:00:00,2004,DOTSERO CRATER,2004-05-09 15:28:00,13.69881219,39.660268708826194,-107.03517964339137,POINT (-107.03517964339137 39.660268708826194),264,Eagle County,2004-05-09 15:28:00,2004,5,252.96482035660864,2004-05-09 15:28:00,51.70929687500004,0.04302614994262113
2017-07-31 00:00:00,2017,DRAGON,2017-07-30 13:30:00,111.88409654,39.98574420303528,-108.84958784317331,POINT (-108.84958784317331 39.98574420303528),297,Rio Blanco County,2017-07-30 13:30:00,2017,7,251.1504121568267,2017-07-30 13:30:00,78.29796875000005,0.02424840797460638
2017-08-25 00:00:00,2017,DRAGON 2,2017-07-20 18:02:00,77.08190837,39.97060860631509,-108.85586013860144,POINT (-108.85586013860144 39.97060860631509),297,Rio Blanco County,2017-07-20 18:02:00,2017,7,251.14413986139857,2017-07-20 18:02:00,79.21554687500004,0.024138115855818616
2018-08-14 00:00:00,2018,DRESSLER,2018-08-13 13:00:00,58.27773897,40.71615075618607,-107.74872440083828,POINT (-107.74872440083828 40.71615075618607),286,Moffat County,2018-08-13 13:00:00,2018,8,252.25127559916172,2018-08-13 13:00:00,69.78312500000004,0.017589615260093706
2017-09-19 00:00:00,2017,DUFFY,2017-09-16 19:57:00,26.36500093,40.44315358002037,-107.78464023702956,POINT (-107.78464023702956 40.44315358002037),286,Moffat County,2017-09-16 19:57:00,2017,9,252.21535976297042,2017-09-16 19:57:00,61.46471679687504,0.04270295975161716
2011-11-07 00:00:00,2010,Danforth,2010-07-28 00:00:00,39.93226631,40.272425309005634,-108.13483242227376,POINT (-108.13483242227376 40.272425309005634),286,Moffat County,2010-07-28 00:00:00,2010,7,251.86516757772625,2010-07-28 00:00:00,70.40407226562505,0.01613812853564741
2011-11-04 00:00:00,2003,Dark Horse,2003-07-22 00:00:00,21.49031356,40.48425220966798,-108.39583688250076,POINT (-108.39583688250076 40.48425220966798),286,Moffat County,2003-07-22 00:00:00,2003,7,251.60416311749924,2003-07-22 00:00:00,80.95094726562505,0.004079201381593884
2010-09-15 00:00:00,2004,David Wash,2004-06-16 00:00:00,0.67121362,39.17875703414545,-108.56607101108243,POINT (-108.56607101108243 39.17875703414545),284,Mesa County,2004-06-16 00:00:00,2004,6,251.43392898891756,2004-06-16 00:00:00,72.25856445312505,0.0036627110201021425
,2001,Davis Draw,2001-07-22 00:00:00,892.03469936,40.78207147414574,-108.94865641890343,POINT (-108.94865641890343 40.78207147414574),286,Moffat County,2001-07-22 00:00:00,2001,7,251.05134358109657,2001-07-22 00:00:00,74.67643554687504,0.015367378481541528
2019-03-18 00:00:00,2018,Dead Mule,2018-03-24 00:00:00,1.33984412,38.250485401025855,-105.37937949734297,POINT (-105.37937949734297 38.250485401025855),259,Custer County,2018-03-24 00:00:00,2018,3,254.62062050265703,2018-03-24 00:00:00,35.19948242187504,0.01378347727775399
2011-05-31 00:00:00,2006,Deadhorse Creek,2006-08-01 00:00:00,10.72009122,38.22888149671641,-108.27143860701919,POINT (-108.27143860701919 38.22888149671641),288,Montrose County,2006-08-01 00:00:00,2006,8,251.7285613929808,2006-08-01 00:00:00,66.14533203125004,0.06756219099978916
2011-11-07 00:00:00,2009,Deception,2009-07-19 00:00:00,13.28414877,40.46889842146626,-108.10822478641671,POINT (-108.10822478641671 40.46889842146626),286,Moffat County,2009-07-19 00:00:00,2009,7,251.8917752135833,2009-07-19 00:00:00,73.25875976562504,0.019881107734329998
2015-08-24 00:00:00,2015,Deep Channel,2015-08-19 15:45:00,13.94731845,40.2410384566665,-108.21026710406957,POINT (-108.21026710406957 40.2410384566665),286,Moffat County,2015-08-19 15:45:00,2015,8,251.78973289593043,2015-08-19 15:45:00,71.00700195312504,0.031052942209201864
2018-11-09 00:00:00,2018,Demeree,2018-08-12 00:00:00,9.55301403,39.4695454411618,-108.85083414105192,POINT (-108.85083414105192 39.4695454411618),268,Garfield County,2018-08-12 00:00:00,2018,8,251.1491658589481,2018-08-12 00:00:00,73.37609375000005,0.018095316357939737
2010-10-14 00:00:00,2009,Denny,2009-07-22 00:00:00,83.24911775,39.86155810982135,-109.03781124545576,POINT (-109.03781124545576 39.86155810982135),297,Rio Blanco County,2009-07-22 00:00:00,2009,7,250.96218875454423,2009-07-22 00:00:00,75.75133789062505,0.006347443434782326
